记录日期,订单号,订单号查重,客户订单总数,物流状态,是否收到退货/退货单据,是否退运费,是否退运费险,退款原因分类,具体操作要求,最终退款金额（美元）,退款日期,创建人,备注,父记录
2026/03/26,LC8142501,,3,未发货,否,不退运费,不退运费险,券/折扣问题,1件退10%,12.99,2026/03/29,兰婷,,
2026/03/26,LC8136952,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
ACC-Jewelry17-DoveGrey-One Size",17.91,2026/03/27,陈楚文,,
2026/03/26,LC8137224,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,91.92,2026/03/27,兰婷,,
2026/03/26,LC8127020,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,97.54,2026/03/27,陈楚文,€84.56 EUR,
2026/03/26,LC8136470,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,,,陈楚文,3.28联系,
2026/03/26,LC8135907,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT67-SkyBlue-XL",101.33,2026/03/27,高慧慧,£76.00 GBP,
2026/03/26,LFR1588,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,129.37,2026/03/27,高慧慧,⁠€111.90 EUR,
2026/03/26,LC8134778,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,224.8,2026/03/27,兰婷,,
2026/03/26,"LC8132975

",,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,139.9,2026/03/27,兰婷,,
2026/03/26,LC8126867,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,261.06,2026/03/27,兰婷,$361.80 CAD,
2026/03/26,LC8136483,,5,已发货,是,不退运费,不退运费险,产品问题,1件退全款,69.9,2026/03/27,兰婷,,
2026/03/26,LC8135391,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
BOT20-SkyBlue-L
OT33-SunsetPlaid-L",153.32,2026/03/27,高慧慧,£115.00 GBP,
2026/03/26,LC8137038,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,102.56,2026/03/27,陈楚文,€88.95 EUR,
2026/03/26,LC8131855,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,261.31,2026/03/27,高慧慧,£196.00 GBP,
2026/03/26,LC8142468,,2,未发货,否,不退运费,不退运费险,券/折扣问题,1件退10%,9.99,2026/03/27,兰婷,,
2026/03/26,LC8133516,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,369.43,2026/03/27,兰婷,,
2026/03/26,LC8133244,,3,已发货,否,不退运费,不退运费险,产品问题,5件退40%,140.64,2026/03/27,兰婷,,
2026/03/26,LC8135519,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MDD70-DustyRose-M",101.92,2026/03/27,陈楚文,,
2026/03/26,LC8134565,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,51.44,2026/03/27,陈楚文,£38.58 GBP,
2026/03/26,LC8127091,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-MDD50-Stripe-M
LWS-MDD151GY-M",185.4,2026/03/27,user943110,$256.70 CAD,
2026/03/26,LC8134947,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,179.8,2026/03/27,user943110,,
2026/03/26,LC8135049,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/03/27,兰婷,,
2026/03/26,LC8135220,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,81.54,2026/03/27,兰婷,,
2026/03/26,LC8134954,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-TA21BL-M",73.26,2026/03/27,陈楚文,£54.90 GBP,
2026/03/26,LC8139235,,1,已发货,否,不退运费,不退运费险,缺货问题,"1件退15%
PT73-ForestOlive-L",13.49,2026/03/27,陈楚文,,
2026/03/26,LC8133488,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,68.45,2026/03/27,兰婷,£51.30 GBP,
2026/03/26,LC8130997,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD155-NavyStripe-L",125.91,2026/03/27,兰婷,,
2026/03/26,"LC8129561
",,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
lws-mxd16ol-l
lws-mxd15bl-l",195.34,2026/03/27,user943110,,
2026/03/26,LC8134593,,2,已发货,否,不退运费,不退运费险,产品问题,1件退40%,39.56,2026/03/27,陈楚文,,
2026/03/26,LC8142656,,1,未发货且标记取消,否,退运费,退运费险,其他,整单退退全款,2.9,2026/03/26,高慧慧,Ace的测试单,
2026/03/26,LC8138905,,1,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,146.84,2026/03/27,user943110,,
2026/03/26,"LC8124064
",,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
TA13-OpticWhite-M
OT58-OpticWhite-S",155.28,2026/03/27,user943110,$215.00 CAD,
2026/03/26,LC8124014,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
CT03-SmokyQuartz-L",112.98,2026/03/27,高慧慧,,
2026/03/26,LC8140649,,1,未发货,否,不退运费,不退运费险,缺货问题,2件退15%,25.26,2026/03/27,陈楚文,⁠$34.97 CAD,
2026/03/26,LC8133965,单号登记重复，请检查,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-OT21NBL-XL",61.91,2026/03/27,用户275783,£46.40 GBP,
2026/03/26,LC8134691,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,215.7,2026/03/27,用户275783,,
2026/03/26,LC8134465 ,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,139.9,2026/03/27,用户275783,,
2026/03/26,LC8135699,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,135.84,2026/03/27,用户275783,,
2026/03/27,LC8131980,,1,已发货,否,不退运费,不退运费险,产品问题,"2件退40%
LWS-MDD53-DuskBlue-M
LWS-OT10PK-M",70.13,2026/03/28,用户275783,,
2026/03/27,LC8134233,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,62.57,2026/03/28,用户275783,,
2026/03/27,LC8126975,,3,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/03/28,用户275783,,
2026/03/27,LC8131769,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,130.41,2026/03/28,user943110,,
2026/03/27,LC8142737,,1,未发货,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,3.98,2026/03/28,兰婷,只付了运费险。£3.00 GBP,
2026/03/27,LC8132191,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,125.91,2026/03/28,兰婷,,
2026/03/27,LC8133921,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,90.71,2026/03/28,黄佩銮,£68.40 GBP,
2026/03/27,LC8132177,,2,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
OT56-AvocadoGreen-M
BOT17-OpticWhite-M
LWS-PT11GY-M",203.76,2026/03/28,兰婷,,
2026/03/27,LC8129008,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,162.52,2026/03/28,高慧慧,£122.55 GBP,
2026/03/27,LC8126072,单号登记重复，请检查,3,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
lws-mxd15bl-m
LWS-MDD51-Stripe-M",167.04,2026/03/28,兰婷,,
2026/03/27,LC8137636,,4,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.9,2026/03/28,高慧慧,3月中重复订单,
2026/03/27,LC8137632,,4,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.9,2026/03/28,高慧慧,3月中重复订单,
2026/03/27,LC8137544,,4,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.9,2026/03/28,高慧慧,3月中重复订单,
2026/03/27,LC8130350,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,175.8,2026/03/28,高慧慧,,
2026/03/27,LC8140252,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,缺货问题,7件退20%,26.45,2026/03/28,高慧慧,即整单退20%,
2026/03/27,LC8131893,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,233.82,2026/03/28,高慧慧,,
2026/03/27,LC8127009,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,62.41,2026/03/28,高慧慧,£46.80 GBP,
2026/03/27,LC8134992,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,8.27,2026/03/28,高慧慧,"备注：退6.2 GBP。
£6.20 GBP",
2026/03/27,LC8138672,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,352.43,2026/03/28,user943110,,
2026/03/27,LUK2441,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,117.13,2026/03/28,黄佩銮,£88.32 GBP,
2026/03/27," LC8135473",,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,169.8,2026/03/28,user943110,,
2026/03/27,"LC8134196
",,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,226.7,2026/03/28,user943110,,
2026/03/27,LC8134066,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,143.82,2026/03/28,user943110,,
2026/03/27,"LC8136567

",,6,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/03/28,user943110,,
2026/03/27,LC8132109,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD155-NavyStripe-L
SKT25-NaturalLinen-M",224.8,2026/03/28,user943110,,
2026/03/27,"LC8137882
",,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,27.2,2026/03/28,user943110,$37.80 CAD,
2026/03/27," LC8135579",,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,145.8,2026/03/28,user943110,,
2026/03/27,LC8134712,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,215.82,2026/03/28,user943110,,
2026/03/27," LC8131547",,3,已发货,是,不退运费,不退运费险,产品问题,4件退全款,279.68,2026/03/28,user943110,,
2026/03/27,LC8134589,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款LWS-MDD50-Stripe-XL,97.11,2026/03/28,黄佩銮,,
2026/03/27,LFR1766,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,39.15,2026/03/28,user943110,"€34,00 EUR",
2026/03/27,LC8136116,,2,已发货,是,不退运费,不退运费险,产品问题,2件退全款,131.59,2026/03/28,黄佩銮,,
2026/03/27,LC8133090,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
OT52-PomegranateRed-M
SHT45-OceanCream-L
LWS-MXD42KH-M",243.63,2026/03/28,黄佩銮,,
2026/03/27,LC8138679,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,110.42,2026/03/28,高慧慧,,
2026/03/27,LC8126702,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,135.72,2026/03/28,高慧慧,,
2026/03/27,LC8137173,,5,已发货,是,不退运费,不退运费险,产品问题,7件退全款,534.94,2026/03/28,高慧慧,跟进问体验,
2026/03/27,LC8138387,,5,已发货,是,不退运费,不退运费险,产品问题,3件退全款,232.49,2026/03/28,黄佩銮,$338.30 AUD,
2026/03/27,LC8142940,,2,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,72.32,2026/03/28,高慧慧,重复订单，跟进问原因,
2026/03/27,LC8142721,,4,已发货,否,不退运费,不退运费险,券/折扣问题,1件退15%,11.99,2026/03/28,黄佩銮,,
2026/03/27,LC8136399,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,170.82,2026/03/28,高慧慧,,
2026/03/27,LC8133264,单号登记重复，请检查,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
PT9-Khaki-XXL",28.87,2026/03/28,高慧慧,⁠$40.12 CAD,
2026/03/27,LC8133453,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,440.64,2026/03/28,黄佩銮,,
2026/03/27,LC8135999,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,116.91,2026/03/28,黄佩銮,,
2026/03/27,LC8137353,,1,已发货,否,不退运费,不退运费险,瑕疵问题,1件退全款,116.91,2026/03/28,黄佩銮,,
2026/03/27,LC8142747,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,136.26,2026/03/28,高慧慧,"kr1,284.45 SEK",
2026/03/27,LC8128388,,5,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",239.8,2026/03/28,黄佩銮,,
2026/03/27,LC8129056,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",139.9,2026/03/28,黄佩銮,,
2026/03/27,LC8131286,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
SHT45-ShellPink-XL
LOT47-NavyBlue-XL",140.22,2026/03/28,黄佩銮,,
2026/03/27,LC8131708,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
LWS-JK22LSBL-S
SHT54-OpticWhite-S
BOT21-IceBlue-S
OT65-Rosa-S",251.68,2026/03/28,黄佩銮,,
2026/03/27,LC8132338,,1,已发货,是,不退运费,不退运费险,产品问题,"6件退全款
PT39-NavyBlue-M
OT53-OpticWhite-M
LWS-SHT42LPK-M
OT43-SunOrange-M
BOT19-MustardGreen-M
PT64-CharcoalBlack-M",403.27,2026/03/28,黄佩銮,,
2026/03/27,LC8132507,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MXD80-OatMilk-M
JK28-Rosa-M",215.82,2026/03/28,黄佩銮,,
2026/03/27,LC8133097,,1,已发货,是,不退运费,不退运费险,产品问题,"5件退全款
",497.31,2026/03/28,黄佩銮,£375.00 GBP,
2026/03/27,LC8133156,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",98.91,2026/03/28,黄佩銮,,
2026/03/27,LC8133752,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",148.32,2026/03/28,黄佩銮,,
2026/03/27,LC8134206,,1,已发货,是,不退运费,不退运费险,产品问题,"5件退全款
",441.63,2026/03/28,黄佩銮,CHF351,
2026/03/27,LC8134537,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",119.84,2026/03/28,黄佩銮,,
2026/03/27,LC8135356,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",131.29,2026/03/28,黄佩銮,£99.00 GBP,
2026/03/27,LC8135987,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",72.81,2026/03/28,黄佩銮,£54.90 GBP,
2026/03/27,LC8136504,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
SKT14-OceanCream-M
OT53-OpticWhite-L
LWS-SHT111GGY-L
OT57-SageApple-L",296.01,2026/03/28,黄佩銮,$411.30 CAD,
2026/03/27,LC8137057,,4,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-MDD151BK-M
LWS-MDD53-DuskBlue-L",219.8,2026/03/28,黄佩銮,,
2026/03/27,LC8137077,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",116.91,2026/03/28,黄佩銮,,
2026/03/27,LC8137174,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,216.03,2026/03/28,黄佩銮,£162.90 GBP,
2026/03/27,LC8138554,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,130.32,2026/03/28,黄佩銮,,
2026/03/27,LC8133965,单号登记重复，请检查,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
BOT19-MustardGreen-XL",64.72,2026/03/28,用户275783,£48.80 GBP,
2026/03/27,LC8136623,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,105.61,2026/03/28,用户275783,€91.56 EUR,
2026/03/27,LC8126717,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT53-AquaBlue-L",71.9,2026/03/28,用户275783,$99.90 CAD,
2026/03/27,LC8134657,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,43.96,2026/03/28,用户275783,,
2026/03/27,LC8139702,,1,未发货,否,不退运费,不退运费险,缺货问题,2件退15%,24.58,2026/03/28,用户275783,无法在4.1号收到，延后发货做部分补偿,
2026/03/27,LC8138142,,2,已发货,否,不退运费,不退运费险,产品问题,1件退40%,26.51,2026/03/28,用户275783,€23.02 EUR,
2026/03/27,LFR1747,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-PT42DGY-XXL",75.51,2026/03/28,用户275783,"€65,52 EUR",
2026/03/28,LC8132643,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,71.91,2026/03/29,用户275783,,
2026/03/28,LC8136386,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,56.38,2026/03/29,用户275783,,
2026/03/28,LC8136485,,3,已发货,是,不退运费,不退运费险,产品问题,3件退全款,308.43,2026/03/29,用户275783,,
2026/03/28,LC8132796,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,27.32,2026/03/29,用户275783,,
2026/03/28,LC8136375,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD155-NavyStripe-M
MDD108-NavyBlue-M",279.8,2026/03/29,用户275783,,
2026/03/28,LC8139038,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,46.76,2026/03/29,兰婷,,
2026/03/28,"LC8132262
",,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,220.22,2026/03/29,user943110,$306.00 CAD,
2026/03/28,LC8143353,,3,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,159.42,2026/03/29,兰婷,重复订单。$232.00 AUD,
2026/03/28,LC8133818,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,206.73,2026/03/29,user943110,,
2026/03/28,LC8138139,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,178.82,2026/03/29,兰婷,,
2026/03/28,LC8143337,,2,未发货,否,不退运费,不退运费险,券/折扣问题,退63.9刀,63.9,2026/03/29,兰婷,抵扣代金券LC8126552CG,
2026/03/28,LC8132701,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,264.7,2026/03/29,user943110,,
2026/03/28,LC8131400,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MXD12GY-XL",103.41,2026/03/29,user943110,,
2026/03/28,LC8143206,,1,未发货,否,不退运费,不退运费险,券/折扣问题,2件退5%,7.64,2026/03/29,兰婷,,
2026/03/28,LC8131806,,2,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
lws-mxd16bl-xl",41.36,2026/03/29,兰婷,,
2026/03/28,LC8138159,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,139.9,2026/03/29,兰婷,,
2026/03/28,LC8137413,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.9,2026/03/29,兰婷,,
2026/03/28,LC8132508,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,279.8,2026/03/29,兰婷,,
2026/03/28,LC8135117,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,170.82,2026/03/29,兰婷,,
2026/03/28,LC8138893,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,129.9,2026/03/29,user943110,,
2026/03/28,LC8137218,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,114.9,2026/03/29,兰婷,,
2026/03/28,LC8129222,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,163.84,2026/03/29,user943110,,
2026/03/28,LC8139139,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,205.54,2026/03/29,兰婷,,
2026/03/28,LC8136533,,1,已发货,是,不退运费,不退运费险,产品问题,6件退全款,449.46,2026/03/29,兰婷,,
2026/03/28,LC8138796,,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MXD78-Rosa-M",38.37,2026/03/29,兰婷,,
2026/03/28,LC8137264,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,216.76,2026/03/29,兰婷,$377.10 NZD,
